	  ID		  PRINCIPAL_INVESTIGATOR	 ORGANIZATION		       EXPERIMENT	 1st_DATE  1st_LAT  1st_LON 	 END_DATE  END_LAT  END_LON	 TYPE	 FILENAME
    50200131	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-27  32.417  -24.267	2004-11-13  31.956  -28.800	SOFAR	eb131.nc
  5020013201	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-24  26.689  -26.045	2004-11-16  28.806  -19.077	SOFAR	eb132a.nc
  5020013202	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2007-10-14  25.572  -18.118	2008-10-25  24.352  -17.908	SOFAR	eb132b.nc
    50200133	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-26  31.889  -23.687	2004-05-06  32.408  -36.002	SOFAR	eb133.nc
    50200134	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-29  35.281  -22.198	2001-08-26  35.750  -20.507	SOFAR	eb134.nc
  5020013501	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-26  32.173  -23.718	2002-08-23  30.370  -26.098	SOFAR	eb135a.nc
  5020013502	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-11-22  30.148  -25.070	2003-05-22  30.262  -27.451	SOFAR	eb135b.nc
    50200136	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-26  31.727  -23.970	2004-11-16  32.748  -23.484	SOFAR	eb136.nc
    50200137	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-27  32.199  -24.004	2004-08-13  30.116  -38.792	SOFAR	eb137.nc
    50200138	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-29  36.819  -21.306	2002-11-07  38.987  -17.240	SOFAR	eb138.nc
    50200139	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-28  33.847  -22.911	2002-12-29  33.822  -20.816	SOFAR	eb139.nc
    50200140	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-23  32.014  -21.945	2001-07-17  30.095  -22.134	SOFAR	eb140.nc
    50200141	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-23  31.934  -22.152	2002-05-08  28.908  -24.006	SOFAR	eb141.nc
    50200142	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-27  32.405  -24.002	2001-09-13  31.591  -26.368	SOFAR	eb142.nc
    50200143	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2001-03-23  31.904  -22.197	2002-04-27  26.686  -23.084	SOFAR	eb143.nc
    50200144	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-02-24  20.647  -18.509	2002-06-13  19.311  -17.745	SOFAR	eb144.nc
    50200145	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-02-22  24.280  -23.391	2003-08-24  20.130  -25.386	SOFAR	eb145.nc
    50200146	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-02-24  20.681  -18.838	2002-04-03  20.023  -18.556	SOFAR	eb146.nc
    50200147	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-02-24  22.249  -20.942	2002-07-24  21.576  -22.009	SOFAR	eb147.nc
    50200148	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-04-19  33.991  -24.254	2004-10-06  32.222  -18.445	SOFAR	eb148.nc
    50200149	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-04-19  33.915  -24.172	2004-11-07  33.327  -30.544	SOFAR	eb149.nc
    50200150	        J.F.Price,P.L.Richardson	      WHOI	           Eastern Basin	2002-04-06  26.982  -23.523	2002-10-25  25.338  -24.481	SOFAR	eb150.nc
  5180600121	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-02-20  33.390  -13.004	2012-10-08  34.093  -9.073	RAFOS	erf121.nc
  5180600125	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-07-20  30.420  -15.258	2013-12-13  30.425  -20.488	RAFOS	erf125.nc
  5180600157	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-22  30.880  -16.796	2013-11-06  30.626  -17.235	RAFOS	erf157.nc
  5180600160	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-02-19  34.347  -12.348	2012-08-14  34.258  -15.709	RAFOS	erf160.nc
  5180600161	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-22  28.984  -21.751	2012-05-24  28.247  -20.440	RAFOS	erf161.nc
  5180600162	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-17  29.942  -21.685	2012-06-20  28.901  -20.642	RAFOS	erf162.nc
  5180600163	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-17  31.152  -21.930	2013-12-04  32.404  -24.343	RAFOS	erf163.nc
  5180600164	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-18  32.133  -21.963	2012-07-01  30.293  -24.944	RAFOS	erf164.nc
  5180600165	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-21  33.029  -21.939	2012-08-03  33.333  -15.430	RAFOS	erf165.nc
  5180600166	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-21  34.017  -21.337	2012-07-14  33.012  -23.371	RAFOS	erf166.nc
  5180600167	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-22  34.970  -20.679	2012-05-23  35.607  -23.091	RAFOS	erf167.nc
  5180600169	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-23  34.512  -18.786	2012-07-23  36.318  -19.415	RAFOS	erf169.nc
  5180600170	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2012-03-22  33.729  -18.084	2012-08-14  33.265  -13.442	RAFOS	erf170.nc
  5180600209	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-06-20  31.413  -17.977	2015-04-23  29.976  -18.036	RAFOS	erf209.nc
  5180600211	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-06-20  31.888  -17.919	2015-04-21  30.467  -12.608	RAFOS	erf211.nc
  5180600213	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-06-23  32.303  -13.138	2015-04-23  30.802  -13.030	RAFOS	erf213.nc
518060021401	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-06-24  32.133  -11.702	2014-09-08  29.552  -12.484	RAFOS	erf214a.nc
518060021402	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2015-01-21  29.230  -12.149	2015-04-21  31.219  -12.150	RAFOS	erf214b.nc
  5181300419	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-17  48.944  -25.043	2015-02-20  43.192  -25.591	MARVOR	erm419.nc
  5181300420	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-03-01  54.404  -24.566	2013-06-08  55.754  -19.698	MARVOR	erm420.nc
  5181300421	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-17  49.089  -15.531	2015-02-12  43.991  -20.038	MARVOR	erm421.nc
  5181300501	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-15  47.066  -15.031	2014-05-12  49.415  -12.939	MARVOR	erm501.nc
  5181300502	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-13  41.104  -19.932	2015-02-15  43.259  -23.478	MARVOR	erm502.nc
  5181300503	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-12  43.041  -19.959	2015-02-15  37.992  -23.182	MARVOR	erm503.nc
  5181300504	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-14  44.925  -19.990	2015-02-16  43.608  -29.162	MARVOR	erm504.nc
  5181300505	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-13  47.015  -20.094	2015-02-16  43.052  -17.683	MARVOR	erm505.nc
  5181300506	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-14  49.000  -19.826	2015-02-18  45.074  -15.058	MARVOR	erm506.nc
  5181300508	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-17  46.930  -24.920	2015-02-20  39.316  -26.133	MARVOR	erm508.nc
  5181300509	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-18  45.070  -25.092	2015-02-21  51.646  -25.490	MARVOR	erm509.nc
  5181300510	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-20  42.950  -24.994	2015-02-25  38.412  -25.330	MARVOR	erm510.nc
  5181300511	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-19  40.956  -24.903	2015-02-22  35.708  -31.534	MARVOR	erm511.nc
  5181300512	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-27  52.684  -31.933	2015-03-03  55.594  -29.081	MARVOR	erm512.nc
  5181300513	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-03-01  54.983  -27.988	2015-03-03  53.983  -30.491	MARVOR	erm513.nc
  5181300514	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-16  53.127  -27.994	2015-02-19  51.954  -20.051	MARVOR	erm514.nc
  5181300515	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-16  51.023  -28.022	2015-02-19  53.226  -21.204	MARVOR	erm515.nc
  5181300516	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-02-15  51.026  -22.877	2017-03-31  57.231  -10.618	MARVOR	erm516.nc
  5181300518	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-03-01  53.699  -21.125	2013-11-30  55.814  -19.866	MARVOR	erm518.nc
  5181300519	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-03-02  52.797  -18.639	2015-03-05  54.133  -16.122	MARVOR	erm519.nc
  5181300520	Gould,Zenk,Speer,Williams,Cantos	 EUROfloat	               EUROfloat	2013-03-02  51.980  -16.213	2015-03-05  50.545  -19.573	MARVOR	erm520.nc
 71900720201	Schmitz,Price,Richardson,Owens,Rossby	  WHOI/URI	             Gulf Stream	1995-11-11  38.505  -67.752	1996-03-11  37.896  -57.097	SOFAR	gs72ba.nc
 71900720202	Schmitz,Price,Richardson,Owens,Rossby	  WHOI/URI	             Gulf Stream	1998-11-02  25.287  -56.760	1999-10-07  24.671  -61.096	SOFAR	gs72bb.nc
   719007302	Schmitz,Price,Richardson,Owens,Rossby	  WHOI/URI	             Gulf Stream	1995-11-11  38.420  -67.743	1996-06-01  34.646  -66.720	SOFAR	gs73b.nc
 71900740201	Schmitz,Price,Richardson,Owens,Rossby	  WHOI/URI	             Gulf Stream	1995-11-11  38.392  -67.707	1996-03-01  36.567  -60.689	SOFAR	gs74ba.nc
 71900740202	Schmitz,Price,Richardson,Owens,Rossby	  WHOI/URI	             Gulf Stream	1996-03-28  35.223  -60.735	1996-04-26  36.606  -61.612	SOFAR	gs74bb.nc
     9020022	                    Rees,Dickson	  MAFF/IOS	                  IBMAFF	2001-03-10  41.204  -14.706	2003-03-20  40.331  -13.422	SOFAR	ib22.nc
     9020024	                    Rees,Dickson	  MAFF/IOS	                  IBMAFF	2001-03-08  41.366  -14.681	2004-11-20  39.733  -15.529	SOFAR	ib24.nc
     9020025	                    Rees,Dickson	  MAFF/IOS	                  IBMAFF	2001-03-08  41.587  -14.243	2004-06-06  43.470  -18.007	SOFAR	ib25.nc
     9020026	                    Rees,Dickson	  MAFF/IOS	                  IBMAFF	2001-03-10  41.095  -14.406	2004-02-01  39.466  -13.678	SOFAR	ib26.nc
     9020063	                    Rees,Dickson	  MAFF/IOS	                  IBMAFF	2001-07-24  41.253  -14.703	2002-06-11  42.091  -13.822	SOFAR	ib63.nc
     9020066	                    Rees,Dickson	  MAFF/IOS	                  IBMAFF	2001-07-24  41.206  -14.147	2003-11-08  43.297  -12.344	SOFAR	ib66.nc
  9020700004	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2007-02-27  37.928  -17.692	2007-03-03  37.796  -17.675	RAFOS	ibg004.nc
  9020700007	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2007-02-27  38.803  -16.810	2007-03-24  38.739  -16.942	RAFOS	ibg007.nc
  9020700008	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2007-02-26  40.570  -14.612	2007-03-15  40.475  -15.659	RAFOS	ibg008.nc
  9020700010	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2007-10-30  38.377  -13.151	2008-09-12  36.945  -15.553	RAFOS	ibg010.nc
  9020700016	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2008-06-29  38.002  -14.790	2008-10-27  40.782  -16.972	RAFOS	ibg016.nc
  9020700020	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2008-04-22  38.284  -9.978	2008-06-03  37.863  -9.715	RAFOS	ibg020.nc
  9020700021	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2007-10-31  38.531  -13.129	2007-11-16  38.343  -13.469	RAFOS	ibg021.nc
  9020700024	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2007-10-30  38.585  -13.357	2007-11-26  37.873  -13.384	RAFOS	ibg024.nc
  9020700025	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2007-10-30  38.425  -13.240	2007-11-26  38.190  -12.772	RAFOS	ibg025.nc
  9020700028	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2008-04-21  37.897  -9.919	2008-06-02  39.659  -10.474	RAFOS	ibg028.nc
  9020700029	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2008-06-30  38.056  -14.755	2008-10-25  41.070  -14.238	RAFOS	ibg029.nc
  9020700031	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2008-10-22  39.223  -11.769	2009-01-16  40.245  -10.798	RAFOS	ibg031.nc
  9020700032	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2008-10-22  39.417  -11.709	2009-01-17  40.142  -10.189	RAFOS	ibg032.nc
  9020700033	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2010-01-07  38.629  -13.847	2010-09-28  36.089  -18.073	RAFOS	ibg033.nc
  9020700034	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2010-01-01  36.874  -17.509	2010-09-24  32.444  -18.837	RAFOS	ibg034.nc
  9020700036	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-14  38.627  -11.193	2010-01-22  38.980  -12.236	RAFOS	ibg036.nc
  9020700038	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-12-30  35.707  -16.975	2010-04-03  35.511  -15.821	RAFOS	ibg038.nc
  9020700039	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-13  38.119  -11.167	2010-06-06  36.534  -14.073	RAFOS	ibg039.nc
  9020700040	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-12  38.108  -10.563	2010-03-19  40.898  -10.282	RAFOS	ibg040.nc
  9020700041	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-02-23  37.442  -9.892	2009-07-28  36.632  -10.756	RAFOS	ibg041.nc
  9020700042	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-02-23  37.396  -9.961	2009-04-04  38.182  -11.666	RAFOS	ibg042.nc
  9020700044	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-14  39.057  -11.228	2010-03-10  41.295  -9.573	RAFOS	ibg044.nc
  9020700045	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-15  39.064  -11.858	2010-06-08  40.534  -13.506	RAFOS	ibg045.nc
  9020700046	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-15  38.486  -12.061	2010-07-29  35.094  -15.269	RAFOS	ibg046.nc
  9020700049	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-15  38.585  -12.441	2010-03-11  37.778  -12.798	RAFOS	ibg049.nc
  9020700053	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-16  38.982  -12.528	2010-06-30  39.492  -14.880	RAFOS	ibg053.nc
  9020700054	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-16  39.599  -12.015	2009-12-13  38.854  -13.419	RAFOS	ibg054.nc
  9020700055	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-16  39.621  -12.019	2009-10-29  39.194  -12.269	RAFOS	ibg055.nc
  9020700056	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-18  37.568  -15.781	2009-12-16  37.127  -17.221	RAFOS	ibg056.nc
  9020700059	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-16  39.620  -11.992	2009-11-28  38.721  -13.014	RAFOS	ibg059.nc
  9020700060	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-19  37.561  -15.775	2010-07-04  33.634  -18.205	RAFOS	ibg060.nc
  9020700061	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-02-27  39.274  -12.186	2009-08-31  37.599  -15.408	RAFOS	ibg061.nc
  9020700064	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-20  37.572  -15.775	2009-10-04  37.592  -16.183	RAFOS	ibg064.nc
  9020700073	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-26  36.773  -9.911	2009-11-26  36.674  -12.354	RAFOS	ibg073.nc
  9020700079	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2010-01-01  36.955  -17.529	2010-01-09  36.570  -17.724	RAFOS	ibg079.nc
  9020700083	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2010-01-07  38.715  -13.779	2010-06-30  36.967  -15.455	RAFOS	ibg083.nc
  9020700094	         Walter Zenk,Olaf Boebel	  IFM,Kiel	                   IFMIB	2009-09-22  36.590  -9.538	2009-12-10  36.310  -11.618	RAFOS	ibg094.nc
  9151900026	                    H.J.Freeland	       IOS	             Pacific IOS	2015-07-29  49.285  -134.667	2018-03-30  53.600  -133.661	PALACE	ios026.nc
  9151900089	                    H.J.Freeland	       IOS	          Loihi Seamount	2013-11-25  18.908  -155.266	2016-06-10  17.759  -172.998	PALACE	ios089.nc
915190057801	                    H.J.Freeland	       IOS	               Line PAPA	2012-02-06  50.009  -145.019	2013-02-04  50.833  -139.917	PALACE	ios578a.nc
915190057802	                    H.J.Freeland	       IOS	             Pacific IOS	2013-07-27  50.000  -145.000	2018-02-14  57.719  -146.743	PALACE	ios578b.nc
  9151900579	                    H.J.Freeland	       IOS	               Line PAPA	2012-08-05  50.000  -145.000	2014-10-15  55.788  -155.729	PALACE	ios579.nc
  9151900653	                    H.J.Freeland	       IOS	          Loihi Seamount	2013-11-25  18.937  -155.244	2018-02-14  21.997  -170.544	PALACE	ios653.nc
   111600092	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-07-18  -20.788  11.752	2014-12-22  -21.419  12.159	RAFOS	kp092.nc
   111600176	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -35.128  16.951	2015-08-14  -40.442  8.326	RAFOS	kp176.nc
   111600182	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-07-27  -22.026  12.348	2015-05-23  -25.356  12.943	RAFOS	kp182.nc
   111600183	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-31  -37.168  14.357	2015-04-02  -46.418  33.828	RAFOS	kp183.nc
   111600184	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -37.062  15.181	2015-08-15  -32.322  16.076	RAFOS	kp184.nc
   111600185	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -38.115  13.951	2015-02-17  -45.554  21.494	RAFOS	kp185.nc
   111600186	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-01  -34.633  17.598	2015-02-02  -42.193  20.579	RAFOS	kp186.nc
   111600195	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-02  -34.402  17.177	2015-02-15  -37.297  38.028	RAFOS	kp195.nc
   111600196	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-01  -35.060  15.843	2015-02-14  -39.278  15.232	RAFOS	kp196.nc
   111600199	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-29  -36.519  14.323	2015-02-13  -42.552  24.670	RAFOS	kp199.nc
   111600200	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-29  -36.806  15.009	2015-02-12  -38.454  22.929	RAFOS	kp200.nc
   111600201	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-06  -33.017  3.012	2013-09-29  -32.637  3.481	RAFOS	kp201.nc
   111600202	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-08  -31.959  4.135	2014-08-31  -31.292  2.236	RAFOS	kp202.nc
   111600203	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -40.032  11.773	2014-12-17  -40.377  47.251	RAFOS	kp203.nc
   111600204	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -42.912  11.957	2015-05-19  -43.406  21.198	RAFOS	kp204.nc
   111600205	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-01  -41.016  6.772	2015-07-19  -37.807  4.698	RAFOS	kp205.nc
   111600206	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-02  -37.998  5.100	2015-07-21  -28.253  -9.674	RAFOS	kp206.nc
   111600207	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-04  -40.070  -5.044	2015-07-24  -36.199  -1.264	RAFOS	kp207.nc
   111600208	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-05  -36.988  -0.020	2015-07-24  -30.250  8.048	RAFOS	kp208.nc
   111600215	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-29  -36.844  15.187	2015-02-15  -38.308  5.815	RAFOS	kp215.nc
   111600216	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -37.208  16.421	2014-12-04  -34.200  12.513	RAFOS	kp216.nc
   111600217	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -37.774  17.209	2015-02-16  -40.943  47.357	RAFOS	kp217.nc
   111600218	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -38.082  11.401	2014-08-06  -39.359  8.730	RAFOS	kp218.nc
   111600219	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-30  -39.239  11.982	2014-08-02  -48.466  35.284	RAFOS	kp219.nc
   111600220	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-29  -41.046  11.938	2015-02-17  -44.297  26.672	RAFOS	kp220.nc
   111600221	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-29  -41.992  11.965	2015-02-17  -39.268  35.783	RAFOS	kp221.nc
   111600222	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-31  -42.967  8.069	2014-12-07  -38.339  25.915	RAFOS	kp222.nc
   111600223	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-31  -42.022  7.372	2014-03-25  -41.706  6.071	RAFOS	kp223.nc
   111600224	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-08-31  -39.970  6.189	2014-04-17  -40.870  7.959	RAFOS	kp224.nc
   111600225	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-01  -39.024  5.565	2014-12-23  -34.751  -3.584	RAFOS	kp225.nc
   111600226	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-03  -41.962  -0.026	2015-02-21  -42.603  5.312	RAFOS	kp226.nc
   111600227	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-03  -41.006  -2.548	2014-11-16  -36.601  5.643	RAFOS	kp227.nc
   111600229	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-04  -38.009  -1.307	2014-12-26  -38.583  7.617	RAFOS	kp229.nc
   111600230	              O.Boebel, T.Rossby	       URI	                   KAPEX	2013-09-06  -33.969  3.002	2015-05-26  -29.701  11.199	RAFOS	kp230.nc
   111600446	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.897  25.518	2014-07-05  -37.490  20.400	RAFOS	kp446.nc
   111600449	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.889  25.398	2014-07-05  -38.339  22.180	RAFOS	kp449.nc
   111600457	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.830  25.588	2015-04-12  -39.717  22.663	RAFOS	kp457.nc
   111600470	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-07-16  -21.845  12.698	2014-10-16  -24.241  13.389	RAFOS	kp470.nc
   111600478	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-07-16  -21.912  12.805	2014-10-10  -24.055  13.677	RAFOS	kp478.nc
   111600481	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.890  25.254	2014-09-20  -45.210  15.796	RAFOS	kp481.nc
   111600483	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.802  25.525	2014-05-21  -35.636  23.445	RAFOS	kp483.nc
   111600484	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.817  25.302	2014-05-14  -36.878  23.103	RAFOS	kp484.nc
   111600485	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.882  25.549	2015-03-25  -37.790  15.423	RAFOS	kp485.nc
   111600486	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.783  25.644	2014-08-24  -42.323  13.609	RAFOS	kp486.nc
   111600489	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.819  25.194	2014-06-01  -36.637  20.236	RAFOS	kp489.nc
   111600490	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.830  25.500	2014-06-21  -37.546  17.714	RAFOS	kp490.nc
   111600491	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.867  25.274	2015-05-01  -23.604  9.387	RAFOS	kp491.nc
   111600492	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.774  25.291	2015-10-28  -44.045  34.396	RAFOS	kp492.nc
   111600493	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-10  -34.538  25.828	2014-06-20  -38.227  18.136	RAFOS	kp493.nc
   111600494	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.793  25.525	2014-11-07  -40.927  22.633	RAFOS	kp494.nc
   111600495	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-05-09  -34.791  25.762	2014-09-23  -39.331  17.422	RAFOS	kp495.nc
