	  ID		  PRINCIPAL_INVESTIGATOR	 ORGANIZATION		       EXPERIMENT	 1st_DATE  1st_LAT  1st_LON 	 END_DATE  END_LAT  END_LON	 TYPE	 FILENAME
 23091400504	                       R.E.Davis	       SIO	                    I05W	2011-12-04  -33.498  47.994	2013-02-25  -38.394  49.843	ALACE	win504.nc
 23091400505	                       R.E.Davis	       SIO	                    I05W	2011-12-03  -33.216  45.986	2017-03-16  -39.725  113.583	ALACE	win505.nc
 23091400506	                       R.E.Davis	       SIO	                    I05W	2011-12-02  -33.007  43.045	2012-05-08  -31.387  41.175	ALACE	win506.nc
 23091400507	                       R.E.Davis	       SIO	                    I05W	2011-12-01  -33.005  40.995	2017-06-01  -39.832  11.401	ALACE	win507.nc
 23091400508	                       R.E.Davis	       SIO	                    I05W	2011-12-09  -27.003  54.486	2012-04-18  -24.979  49.315	ALACE	win508.nc
 23091400509	                       R.E.Davis	       SIO	                    I07N	2011-12-19  -18.020  55.003	2013-10-10  -25.673  33.013	ALACE	win509.nc
 23091400510	                       R.E.Davis	       SIO	                    I07N	2011-12-24  -10.000  52.330	2016-10-05  -37.366  15.322	PALACE	win510.nc
 23091400511	                       R.E.Davis	       SIO	                    I07N	2011-12-27  -7.516  53.629	2014-12-16  1.801  44.942	PALACE	win511.nc
 23091400512	                       R.E.Davis	       SIO	                    I07N	2011-12-29  -3.249  56.007	2017-05-10  1.835  75.869	PALACE	win512.nc
 23091400513	                       R.E.Davis	       SIO	                    I07N	2011-12-31  -0.868  57.244	2017-05-12  1.696  73.717	PALACE	win513.nc
 23091400514	                       R.E.Davis	       SIO	                    I07N	2012-01-01  0.933  57.293	2015-01-17  -2.306  69.327	PALACE	win514.nc
 23091400515	                       R.E.Davis	       SIO	                    I07N	2012-01-04  3.584  58.793	2017-05-16  4.623  75.262	PALACE	win515.nc
 23091400516	                       R.E.Davis	       SIO	                    I05W	2011-11-27  -31.844  31.392	2016-07-15  -28.134  85.799	PALACE	win516.nc
 23091400517	                       R.E.Davis	       SIO	                    I05W	2011-11-28  -32.900  34.998	2012-06-24  -37.571  41.340	PALACE	win517.nc
 23091400518	                       R.E.Davis	       SIO	                    I05W	2011-11-26  -31.243  30.545	2012-06-22  -36.063  39.781	PALACE	win518.nc
 23091400519	                       R.E.Davis	       SIO	                    I05W	2011-11-26  -31.463  30.826	2011-12-25  -39.212  18.067	PALACE	win519.nc
 23091400520	                       R.E.Davis	       SIO	                    I07N	2012-01-06  6.394  61.355	2017-05-18  4.491  81.788	PALACE	win520.nc
 23091400521	                       R.E.Davis	       SIO	                    I01W	2012-02-15  9.357  51.981	2016-04-22  1.166  70.737	PALACE	win521.nc
 23091400522	                       R.E.Davis	       SIO	                    I01W	2012-02-16  8.834  52.690	2016-04-23  3.049  57.725	PALACE	win522.nc
 23091400523	                       R.E.Davis	       SIO	                    I01W	2012-02-15  9.616  51.668	2014-06-17  14.592  49.536	PALACE	win523.nc
 23091400524	                       R.E.Davis	       SIO	                    I01W	2012-02-18  8.450  55.407	2016-04-24  8.798  63.748	PALACE	win524.nc
 23091400525	                       R.E.Davis	       SIO	                     I10	2012-04-25  -11.835  111.664	2017-05-22  -14.762  113.275	PALACE	win525.nc
 23091400526	                       R.E.Davis	       SIO	                     I10	2012-04-27  -10.703  108.097	2017-05-24  -12.029  94.103	PALACE	win526.nc
 23091400527	                       R.E.Davis	       SIO	                     I10	2012-04-23  -15.606  111.337	2017-05-20  -13.466  111.846	PALACE	win527.nc
 23091400528	                       R.E.Davis	       SIO	                     I10	2012-04-24  -13.657  111.499	2017-05-22  -17.409  111.618	PALACE	win528.nc
 23091400529	                       R.E.Davis	       SIO	                     I10	2012-04-21  -19.993  110.962	2017-05-17  -17.965  108.793	PALACE	win529.nc
 23091400530	                       R.E.Davis	       SIO	                     I10	2012-04-22  -17.556  111.167	2017-05-19  -9.100  104.357	PALACE	win530.nc
 23091400531	                       R.E.Davis	       SIO	                    I07N	2012-01-09  10.540  64.663	2017-05-21  9.307  70.179	PALACE	win531.nc
 23091400532	                       R.E.Davis	       SIO	                    I01E	2012-03-12  9.970  87.861	2017-05-31  15.195  88.727	PALACE	win532.nc
 23091400533	                       R.E.Davis	       SIO	                    I01E	2012-03-09  9.980  84.291	2012-05-27  10.529  84.940	PALACE	win533.nc
 23091400534	                       R.E.Davis	       SIO	                    I01W	2012-02-10  13.006  48.330	2015-12-14  13.421  46.043	PALACE	win534.nc
 23091400535	                       R.E.Davis	       SIO	                    I02E	2012-05-31  -7.995  70.653	2017-05-29  -15.921  61.767	ALACE	win535.nc
 23091400536	                       R.E.Davis	       SIO	                    I01W	2012-02-06  14.334  53.418	2017-05-22  10.664  56.681	PALACE	win536.nc
 23091400537	                       R.E.Davis	       SIO	                     I10	2012-04-29  -9.073  105.799	2017-05-26  -13.793  99.431	PALACE	win537.nc
 23091400538	                       R.E.Davis	       SIO	                    I02W	2012-06-08  -8.001  67.332	2014-11-25  -9.122  57.241	PALACE	win538.nc
 23091400539	                       R.E.Davis	       SIO	                    I01W	2012-02-11  14.635  50.825	2012-08-13  13.790  47.563	PALACE	win539.nc
 23091400540	                       R.E.Davis	       SIO	                    I01W	2012-02-20  8.833  59.004	2016-01-19  8.820  66.753	PALACE	win540.nc
 23091400541	                       R.E.Davis	       SIO	                    I01W	2012-02-27  8.502  72.083	2015-12-31  5.823  59.342	PALACE	win541.nc
 23091400542	                       R.E.Davis	       SIO	                    I01W	2012-02-25  8.483  68.897	2017-05-15  5.329  71.628	PALACE	win542.nc
 23091400543	                       R.E.Davis	       SIO	                    I01E	2012-03-05  4.918  79.999	2016-03-01  0.941  81.559	PALACE	win543.nc
 23091400544	                       R.E.Davis	       SIO	                    I01E	2012-03-07  8.587  81.611	2017-05-26  2.384  93.051	PALACE	win544.nc
 23091400545	                       R.E.Davis	       SIO	                    I01W	2012-02-24  8.499  65.886	2017-05-14  6.211  68.976	PALACE	win545.nc
 23091400546	                       R.E.Davis	       SIO	                    I01W	2012-02-22  9.014  62.612	2017-05-12  3.927  70.294	PALACE	win546.nc
 23091400547	                       R.E.Davis	       SIO	                     I10	2012-04-19  -22.427  110.743	2017-05-16  -15.859  102.629	PALACE	win547.nc
 23091400548	                       R.E.Davis	       SIO	                     I10	2012-04-18  -24.426  110.934	2013-10-26  -25.603  110.286	PALACE	win548.nc
 23091400549	                       R.E.Davis	       SIO	                    I02E	2012-05-27  -8.005  79.997	2017-05-27  -8.079  53.437	PALACE	win549.nc
 23091400550	                       R.E.Davis	       SIO	                    I02W	2012-06-12  -7.999  59.333	2017-05-17  -27.627  35.592	PALACE	win550.nc
 23091400551	                       R.E.Davis	       SIO	                    I02W	2012-06-25  -4.260  40.970	2017-05-30  1.435  75.427	PALACE	win551.nc
 23091400552	                       R.E.Davis	       SIO	                    I02W	2012-06-21  -7.008  45.955	2014-10-16  -1.805  41.496	PALACE	win552.nc
 23091400553	                       R.E.Davis	       SIO	                    I02W	2012-06-18  -12.204  49.798	2017-05-24  -1.698  42.111	PALACE	win553.nc
 23091400554	                       R.E.Davis	       SIO	                    I02W	2012-06-20  -10.280  47.505	2012-08-11  -12.155  44.236	PALACE	win554.nc
 23091400555	                       R.E.Davis	       SIO	                    I02W	2012-06-15  -8.949  53.048	2017-05-20  -14.483  46.892	PALACE	win555.nc
 23091400556	                       R.E.Davis	       SIO	                    I02W	2012-06-17  -11.209  50.787	2017-05-20  -17.292  40.011	ALACE	win556.nc
 23091400557	                       R.E.Davis	       SIO	                    I02W	2012-06-13  -8.002  55.326	2017-05-17  -6.164  75.590	ALACE	win557.nc
 23091400558	                       R.E.Davis	       SIO	                    I02W	2012-06-16  -9.547  51.905	2016-08-01  2.224  45.740	ALACE	win558.nc
 23091400559	                       R.E.Davis	       SIO	                    S04I	2012-10-08  -40.990  21.703	2017-05-27  -41.224  85.899	ALACE	win559.nc
 23091400560	                       R.E.Davis	       SIO	                    I02E	2012-05-10  -9.128  103.335	2017-05-09  -8.034  91.827	ALACE	win560.nc
 23091400561	                       R.E.Davis	       SIO	                    I02E	2012-05-12  -8.374  98.334	2017-05-10  -12.774  87.500	ALACE	win561.nc
 23091400562	                       R.E.Davis	       SIO	                    I02E	2012-05-29  -7.999  75.998	2017-01-15  -11.092  71.587	ALACE	win562.nc
 23091400563	                       R.E.Davis	       SIO	                    I02E	2012-05-25  -8.001  83.326	2017-05-24  -4.472  93.350	ALACE	win563.nc
 23091400564	                       R.E.Davis	       SIO	                    I02W	2012-06-23  -5.042  45.279	2017-05-26  -30.651  12.362	ALACE	win564.nc
 23091400565	                       R.E.Davis	       SIO	                    I02W	2012-06-24  -4.558  42.689	2017-05-27  -3.523  90.870	ALACE	win565.nc
 23091400566	                       R.E.Davis	       SIO	                    S04I	2012-10-09  -43.498  21.548	2017-05-29  -49.850  153.206	ALACE	win566.nc
 23091400567	                       R.E.Davis	       SIO	                    I02E	2012-05-22  -11.001  88.032	2017-05-21  -13.856  85.734	ALACE	win567.nc
 23091400568	                       R.E.Davis	       SIO	                    I02E	2012-05-20  -8.002  87.997	2017-02-02  -11.399  48.637	ALACE	win568.nc
 23091400569	                       R.E.Davis	       SIO	                    I02W	2012-06-11  -8.007  61.451	2017-05-14  -7.037  57.656	ALACE	win569.nc
 23091400570	                       R.E.Davis	       SIO	                    I02W	2012-06-10  -8.005  62.663	2017-05-14  -11.795  49.765	ALACE	win570.nc
 23091400571	                       R.E.Davis	       SIO	                    I02W	2012-06-19  -11.901  48.734	2017-05-21  -2.685  47.070	ALACE	win571.nc
 23091400572	                       R.E.Davis	       SIO	                    I02W	2012-06-21  -8.748  46.342	2017-05-24  -8.794  40.121	ALACE	win572.nc
 23091400573	                       R.E.Davis	       SIO	                    I02E	2012-05-16  -7.998  91.337	2017-05-15  -16.133  62.747	ALACE	win573.nc
 23091400574	                       R.E.Davis	       SIO	                    I02E	2012-05-18  -5.004  88.471	2017-05-17  -6.142  98.483	ALACE	win574.nc
 23091400604	                       R.E.Davis	       SIO	                    S04I	2012-10-09  -44.998  21.455	2016-02-10  -33.913  79.583	ALACE	win604.nc
 23091400605	                       R.E.Davis	       SIO	                    S04I	2012-10-16  -47.000  19.160	2016-03-22  -48.762  68.888	ALACE	win605.nc
 23091400607	                       R.E.Davis	       SIO	                    S04I	2012-10-17  -51.978  19.397	2017-05-25  -55.236  148.968	ALACE	win607.nc
 23091400608	                       R.E.Davis	       SIO	                    S04I	2012-10-18  -54.500  19.528	2014-03-07  -60.558  34.490	ALACE	win608.nc
 23091400609	                       R.E.Davis	       SIO	                    S04I	2012-10-19  -57.500  19.977	2013-01-24  -59.060  18.623	ALACE	win609.nc
 23091400625	                       R.E.Davis	       SIO	                     I06	2012-07-15  -30.534  31.192	2017-05-24  -55.233  135.086	PALACE	win625.nc
 23091400626	                       R.E.Davis	       SIO	                     I06	2012-07-15  -30.875  31.258	2017-05-24  -26.921  -28.488	PALACE	win626.nc
 23091400627	                       R.E.Davis	       SIO	                     I06	2012-07-16  -34.000  31.846	2017-05-24  -32.007  69.471	PALACE	win627.nc
 23091400628	                       R.E.Davis	       SIO	                    S04I	2012-10-07  -37.972  20.268	2014-01-10  -39.922  33.954	ALACE	win628.nc
 23091400629	                       R.E.Davis	       SIO	                    S04I	2012-10-08  -39.985  21.768	2015-08-15  -45.095  88.631	ALACE	win629.nc
 23091400630	                       R.E.Davis	       SIO	                     I06	2012-07-15  -31.667  31.438	2017-05-24  -32.043  67.399	PALACE	win630.nc
 23091400631	                       R.E.Davis	       SIO	                     I06	2012-07-19  -46.677  32.521	2017-05-29  -59.573  118.775	PALACE	win631.nc
 23091400632	                       R.E.Davis	       SIO	                     I06	2012-07-20  -49.799  30.583	2017-05-29  -49.617  71.232	PALACE	win632.nc
 23091400633	                       R.E.Davis	       SIO	                     I06	2012-07-18  -42.013  32.865	2017-05-27  -34.900  71.411	PALACE	win633.nc
 23091400634	                       R.E.Davis	       SIO	                    S04I	2012-10-09  -41.980  21.642	2017-05-30  -48.108  116.845	ALACE	win634.nc
 23091400635	                       R.E.Davis	       SIO	                     I06	2012-07-19  -44.143  33.777	2017-05-27  -62.741  124.642	PALACE	win635.nc
 23091400636	                       R.E.Davis	       SIO	                     I06	2012-07-16  -35.685  32.150	2017-05-25  -41.695  75.020	PALACE	win636.nc
 23091400637	                       R.E.Davis	       SIO	                     I06	2012-07-16  -32.666  31.596	2017-05-25  -33.661  50.107	PALACE	win637.nc
 23091400638	                       R.E.Davis	       SIO	                     I06	2012-07-17  -38.002  32.639	2016-05-20  -37.989  51.240	PALACE	win638.nc
 23091400639	                       R.E.Davis	       SIO	                     I06	2012-07-18  -39.908  32.881	2013-09-14  -34.150  55.564	PALACE	win639.nc
 23091400640	                       R.E.Davis	       SIO	                    S04I	2012-10-16  -45.998  19.108	2016-02-09  -38.235  20.857	ALACE	win640.nc
 23091400641	                       R.E.Davis	       SIO	                    S04I	2012-10-16  -47.990  19.200	2017-05-12  -48.662  101.612	ALACE	win641.nc
 23091400642	                       R.E.Davis	       SIO	                    S04I	2012-10-17  -49.543  19.275	2017-05-12  -52.718  109.403	ALACE	win642.nc
 23091400643	                       R.E.Davis	       SIO	                    S04I	2012-10-17  -50.997  19.345	2017-05-12  -48.352  78.633	ALACE	win643.nc
 23091400644	                       R.E.Davis	       SIO	                    S04I	2012-10-18  -52.997  19.440	2017-05-13  -58.806  106.540	ALACE	win644.nc
 23091400645	                       R.E.Davis	       SIO	                    S04I	2012-10-18  -55.990  19.787	2016-12-31  -61.195  71.078	ALACE	win645.nc
 23160100106	                       R.E.Davis	       SIO	                     P06	2008-11-11  -32.512  -128.657	2008-12-06  -31.945  -128.488	ALACE	wpa106.nc
 23160100107	                       R.E.Davis	       SIO	                     P06	2008-11-26  -32.504  -162.185	2013-02-08  -30.877  -155.653	ALACE	wpa107.nc
 23160100108	                       R.E.Davis	       SIO	                     P06	2008-11-10  -32.512  -125.991	2012-12-27  -23.113  -126.452	ALACE	wpa108.nc
 23160100109	                       R.E.Davis	       SIO	                     P06	2008-10-15  -32.510  -84.005	2015-10-25  -31.747  -110.938	ALACE	wpa109.nc
 23160100110	                       R.E.Davis	       SIO	                     P06	2008-12-01  -32.503  -170.735	2010-10-19  -33.359  -173.614	ALACE	wpa110.nc
 23160100111	                       R.E.Davis	       SIO	                     P06	2008-11-29  -32.526  -167.993	2009-04-10  -31.126  -169.092	ALACE	wpa111.nc
 23160100112	                       R.E.Davis	       SIO	                     P06	2008-11-27  -32.515  -164.486	2010-09-19  -35.053  -162.383	ALACE	wpa112.nc
 23160100113	                       R.E.Davis	       SIO	                     P06	2008-11-22  -32.516  -152.322	2009-12-24  -30.001  -156.860	ALACE	wpa113.nc
 23160100114	                       R.E.Davis	       SIO	                     P06	2008-11-21  -32.514  -149.841	2009-10-31  -30.595  -149.568	ALACE	wpa114.nc
 23160100115	                       R.E.Davis	       SIO	                     P06	2008-11-17  -32.507  -140.666	2015-11-02  -28.694  -125.848	ALACE	wpa115.nc
 23160100116	                       R.E.Davis	       SIO	                     P06	2008-10-10  -32.658  -74.704	2013-01-18  -33.789  -81.081	ALACE	wpa116.nc
 23160100117	                       R.E.Davis	       SIO	                     P06	2008-11-19  -32.522  -144.003	2013-08-04  -29.304  -161.649	ALACE	wpa117.nc
 23160100118	                       R.E.Davis	       SIO	                     P06	2008-10-08  -32.495  -72.042	2009-09-16  -34.172  -73.198	ALACE	wpa118.nc
 23160100119	                       R.E.Davis	       SIO	                     P06	2008-11-16  -32.478  -137.988	2012-06-04  -30.823  -121.262	ALACE	wpa119.nc
 23160100120	                       R.E.Davis	       SIO	                     P06	2008-12-03  -32.479  -174.016	2010-12-13  -30.100  -162.375	ALACE	wpa120.nc
 23160100121	                       R.E.Davis	       SIO	                     P06	2008-10-16  -32.521  -87.342	2012-09-14  -34.269  -101.594	ALACE	wpa121.nc
 23160100122	                       R.E.Davis	       SIO	                     P06	2008-12-07  -32.085  178.496	2010-12-17  -28.595  163.746	ALACE	wpa122.nc
 23160100123	                       R.E.Davis	       SIO	                     P06	2008-11-12  -32.492  -131.997	2011-06-22  -33.377  -119.644	ALACE	wpa123.nc
 23160100124	                       R.E.Davis	       SIO	                     P06	2008-12-05  -32.509  -177.990	2012-04-05  -35.513  -170.912	ALACE	wpa124.nc
 23160100125	                       R.E.Davis	       SIO	                     P06	2008-12-04  -32.527  -176.726	2015-10-23  -28.316  -120.939	ALACE	wpa125.nc
 23160100126	                       R.E.Davis	       SIO	                     P06	2008-11-14  -32.467  -134.664	2009-03-25  -30.529  -134.489	ALACE	wpa126.nc
 23160100127	                       R.E.Davis	       SIO	                     P06	2008-11-08  -32.498  -122.670	2014-01-26  -29.821  -92.714	ALACE	wpa127.nc
 23160100128	                       R.E.Davis	       SIO	                     P06	2008-11-07  -32.493  -120.012	2015-10-22  -29.816  -107.661	ALACE	wpa128.nc
 23160100129	                       R.E.Davis	       SIO	                     P17	2009-04-15  -51.010  -135.015	2010-01-04  -49.923  -131.792	ALACE	wpa129.nc
 23160100130	                       R.E.Davis	       SIO	                     P06	2008-11-04  -32.508  -114.008	2012-12-22  -30.198  -113.264	ALACE	wpa130.nc
 23160100131	                       R.E.Davis	       SIO	                     P06	2008-10-20  -32.504  -96.035	2014-07-11  -29.017  -103.797	ALACE	wpa131.nc
 23160100132	                       R.E.Davis	       SIO	                     P06	2008-10-22  -32.526  -99.316	2009-05-24  -32.792  -93.175	ALACE	wpa132.nc
 23160100133	                       R.E.Davis	       SIO	                     P06	2008-11-06  -32.505  -116.663	2010-10-20  -29.881  -122.253	ALACE	wpa133.nc
 23160100134	                       R.E.Davis	       SIO	                     P06	2008-10-27  -32.500  -110.691	2012-07-07  -29.306  -92.653	ALACE	wpa134.nc
 23160100135	                       R.E.Davis	       SIO	                     P19	2009-09-05  4.329  -86.202	2016-10-11  4.674  -89.664	ALACE	wpa135.nc
 23160100136	                       R.E.Davis	       SIO	                     P06	2008-10-19  -32.495  -93.330	2009-01-06  -32.206  -91.431	ALACE	wpa136.nc
 23160100137	                       R.E.Davis	       SIO	                     P06	2008-11-24  -32.513  -155.658	2011-11-13  -32.499  -166.084	ALACE	wpa137.nc
 23160100138	                       R.E.Davis	       SIO	                     P06	2008-10-24  -32.504  -105.322	2010-03-10  -30.870  -102.449	ALACE	wpa138.nc
 23160100139	                       R.E.Davis	       SIO	                     P06	2008-10-17  -32.513  -90.039	2012-06-27  -33.740  -96.017	ALACE	wpa139.nc
 23160100140	                       R.E.Davis	       SIO	                     P06	2008-11-25  -32.513  -158.920	2013-10-29  -32.309  -170.942	ALACE	wpa140.nc
 23160100141	                       R.E.Davis	       SIO	                     P06	2008-10-25  -32.506  -107.973	2013-03-01  -27.683  -104.529	ALACE	wpa141.nc
 23160100142	                       R.E.Davis	       SIO	                     P06	2008-10-12  -32.520  -78.008	2009-08-25  -32.525  -74.222	ALACE	wpa142.nc
 23160100143	                       R.E.Davis	       SIO	                     P06	2008-12-21  -30.066  168.996	2011-07-31  -39.625  -177.812	ALACE	wpa143.nc
 23160100145	                       R.E.Davis	       SIO	                     P06	2008-12-26  -30.086  156.510	2010-11-13  -37.148  150.371	ALACE	wpa145.nc
 23160100146	                       R.E.Davis	       SIO	                     P06	2008-12-22  -30.059  166.480	2009-11-30  -31.679  157.342	ALACE	wpa146.nc
 23160100147	                       R.E.Davis	       SIO	                     P06	2008-12-27  -30.070  154.987	2011-10-24  -35.097  151.118	ALACE	wpa147.nc
 23160100148	                       R.E.Davis	       SIO	                     P14	2009-02-07  -30.274  175.963	2010-07-20  -30.180  169.539	ALACE	wpa148.nc
 23160100149	                       R.E.Davis	       SIO	                     P14	2009-02-13  -20.363  177.655	2012-11-19  -20.702  152.387	ALACE	wpa149.nc
 23160100150	                       R.E.Davis	       SIO	                     P14	2010-01-04  13.493  178.983	2016-02-05  14.154  -173.321	ALACE	wpa150.nc
 23160100151	                       R.E.Davis	       SIO	                     P14	2010-01-02  17.507  179.010	2010-12-11  17.559  179.188	ALACE	wpa151.nc
 23160100152	                       R.E.Davis	       SIO	                     P06	2008-12-23  -30.084  162.816	2009-12-02  -39.264  153.276	ALACE	wpa152.nc
 23160100153	                       R.E.Davis	       SIO	                     P06	2008-12-24  -30.329  159.089	2009-01-19  -30.521  160.024	ALACE	wpa153.nc
 23160100154	                       R.E.Davis	       SIO	                     P14	2009-02-05  -33.722  175.377	2010-12-24  -37.190  -167.568	ALACE	wpa154.nc
 23160100155	                       R.E.Davis	       SIO	                     P14	2009-02-09  -26.130  176.678	2013-06-16  -29.897  165.039	ALACE	wpa155.nc
 23160100156	                       R.E.Davis	       SIO	                     P06	2008-12-27  -30.110  153.899	2009-03-16  -33.774  152.566	ALACE	wpa156.nc
 23160100157	                       R.E.Davis	       SIO	                     P06	2008-12-23  -30.084  163.917	2011-01-29  -28.602  165.261	ALACE	wpa157.nc
 23160100158	                       R.E.Davis	       SIO	                     P06	2008-12-18  -30.053  175.518	2012-01-30  -23.028  174.741	ALACE	wpa158.nc
 23160100159	                       R.E.Davis	       SIO	                     P06	2008-12-20  -30.081  171.008	2011-09-20  -24.834  159.990	ALACE	wpa159.nc
 23160100160	                       R.E.Davis	       SIO	                     P06	2008-12-19  -30.094  173.518	2011-08-25  -29.870  178.676	ALACE	wpa160.nc
 23160100161	                       R.E.Davis	       SIO	                     P14	2009-02-05  -32.822  175.530	2014-01-09  -34.120  158.760	ALACE	wpa161.nc
 23160100162	                       R.E.Davis	       SIO	                     P14	2009-02-06  -31.743  175.718	2010-03-09  -30.721  176.000	ALACE	wpa162.nc
 23160100163	                       R.E.Davis	       SIO	         Tasman Sea 1995	2011-09-23  -39.536  158.975	2017-05-17  -42.857  141.684	ALACE	wpa163.nc
 23160100164	                       R.E.Davis	       SIO	                     P14	2009-02-08  -27.675  176.410	2010-05-04  -25.555  179.614	ALACE	wpa164.nc
 23160100165	                       R.E.Davis	       SIO	                     P13	2009-03-16  8.028  165.050	2015-08-27  10.311  178.025	ALACE	wpa165.nc
 23160100166	                       R.E.Davis	       SIO	                     P14	2009-02-05  -34.468  175.245	2009-06-16  -36.802  179.013	ALACE	wpa166.nc
 23160100167	                       R.E.Davis	       SIO	                     P13	2009-03-17  4.998  165.002	2016-07-10  1.996  -177.891	ALACE	wpa167.nc
 23160100168	                       R.E.Davis	       SIO	                     P13	2009-02-17  13.995  167.908	2017-03-04  7.078  163.278	ALACE	wpa168.nc
 23160100169	                       R.E.Davis	       SIO	                     P13	2009-02-18  11.003  167.915	2010-05-13  9.138  159.256	ALACE	wpa169.nc
 23160100170	                       R.E.Davis	       SIO	                     P14	2009-02-08  -28.980  176.192	2012-01-02  -30.442  -174.561	ALACE	wpa170.nc
 23160100171	                       R.E.Davis	       SIO	                     P31	2009-02-26  -9.680  -170.516	2012-07-23  -9.904  -165.626	ALACE	wpa171.nc
 23160100172	                       R.E.Davis	       SIO	                     P31	2009-02-28  -13.924  -159.768	2013-01-27  -17.972  -172.818	ALACE	wpa172.nc
 23160100173	                       R.E.Davis	       SIO	                     P31	2009-03-01  -15.782  -154.944	2013-07-06  -15.675  -171.996	ALACE	wpa173.nc
 23160100174	                       R.E.Davis	       SIO	                     P13	2009-03-18  2.001  164.988	2013-04-08  5.608  -162.474	ALACE	wpa174.nc
 23160100175	                       R.E.Davis	       SIO	                     P19	2009-07-30  -53.291  -76.096	2011-01-10  -47.520  -58.733	ALACE	wpa175.nc
 23160100176	                       R.E.Davis	       SIO	                     P14	2009-02-11  -23.064  177.187	2012-07-08  -20.277  153.776	ALACE	wpa176.nc
 23160100177	                       R.E.Davis	       SIO	                     P31	2009-02-21  -9.524  -174.733	2013-09-15  -8.132  -176.888	ALACE	wpa177.nc
 23160100178	                       R.E.Davis	       SIO	                     P31	2009-02-23  -10.213  -168.884	2012-03-10  -9.023  -179.561	ALACE	wpa178.nc
 23160100179	                       R.E.Davis	       SIO	                     P13	2009-03-19  0.666  165.000	2015-04-19  7.179  179.406	ALACE	wpa179.nc
 23160100180	                       R.E.Davis	       SIO	                     P14	2009-02-10  -24.607  176.950	2011-06-06  -20.554  171.047	ALACE	wpa180.nc
 23160100181	                       R.E.Davis	       SIO	                     P31	2009-02-25  -9.911  -169.740	2012-07-22  -9.955  -152.583	ALACE	wpa181.nc
 23160100182	                       R.E.Davis	       SIO	                     P13	2009-03-23  -8.999  163.499	2016-04-28  -7.804  170.380	ALACE	wpa182.nc
 23160100183	                       R.E.Davis	       SIO	                     P13	2009-03-22  -6.327  163.828	2013-03-16  -4.794  156.539	ALACE	wpa183.nc
 23160100184	                       R.E.Davis	       SIO	                     P13	2009-03-21  -4.000  164.350	2012-12-26  -10.823  150.240	ALACE	wpa184.nc
 23160100185	                       R.E.Davis	       SIO	                     P16	2009-03-25  -49.529  -150.500	2009-12-15  -50.573  -133.424	ALACE	wpa185.nc
 23160100186	                       R.E.Davis	       SIO	                     P19	2009-08-10  -44.512  -88.003	2010-06-22  -44.573  -84.496	ALACE	wpa186.nc
 23160100187	                       R.E.Davis	       SIO	                     P16	2009-03-29  -55.501  -150.500	2011-02-17  -46.812  -125.824	ALACE	wpa187.nc
 23160100188	                       R.E.Davis	       SIO	                     P16	2009-03-27  -52.535  -150.464	2010-11-27  -54.684  -105.559	ALACE	wpa188.nc
 23160100189	                       R.E.Davis	       SIO	                     P17	2009-05-29  -61.643  -125.960	2014-08-21  -47.548  -22.601	ALACE	wpa189.nc
 23160100190	                       R.E.Davis	       SIO	                     P17	2009-06-04  -51.118  -124.973	2010-01-28  -52.343  -108.723	ALACE	wpa190.nc
 23160100191	                       R.E.Davis	       SIO	                     P19	2009-08-04  -53.994  -88.033	2010-11-22  -42.219  -57.367	ALACE	wpa191.nc
 23160100192	                       R.E.Davis	       SIO	                     P16	2009-03-19  -40.520  -150.538	2012-08-17  -38.349  -121.624	ALACE	wpa192.nc
 23160100193	                       R.E.Davis	       SIO	                     P17	2009-04-25  -33.003  -135.002	2009-10-28  -32.382  -139.726	ALACE	wpa193.nc
 23160100194	                       R.E.Davis	       SIO	                     P16	2009-03-17  -37.493  -150.473	2009-06-04  -37.240  -150.031	ALACE	wpa194.nc
 23160100195	                       R.E.Davis	       SIO	                     P18	2010-08-21  -35.006  -103.012	2011-09-21  -34.941  -105.839	ALACE	wpa195.nc
 23160100196	                       R.E.Davis	       SIO	                     P17	2009-04-19  -45.006  -134.869	2010-01-09  -48.943  -141.863	ALACE	wpa196.nc
 23160100197	                       R.E.Davis	       SIO	                     P17	2009-04-20  -42.025  -135.003	2011-05-02  -36.022  -118.192	ALACE	wpa197.nc
 23160100198	                       R.E.Davis	       SIO	                     P17	2009-05-23  -55.003  -125.950	2010-08-17  -46.306  -105.997	ALACE	wpa198.nc
 23160100199	                       R.E.Davis	       SIO	                     P16	2009-04-02  -61.499  -150.529	2011-01-25  -70.457  -136.204	ALACE	wpa199.nc
 23160100200	                       R.E.Davis	       SIO	                     P13	2009-03-20  -0.667  164.999	2015-01-31  -3.856  155.427	ALACE	wpa200.nc
 23160100201	                       R.E.Davis	       SIO	                     P13	2009-03-20  -2.329  164.997	2015-05-17  -7.560  164.870	ALACE	wpa201.nc
 23160100202	                       R.E.Davis	       SIO	                     P17	2009-04-22  -38.746  -135.007	2013-12-15  -35.693  -110.202	ALACE	wpa202.nc
 23160100203	                       R.E.Davis	       SIO	                     P17	2009-04-24  -36.106  -134.983	2010-11-02  -32.985  -129.089	ALACE	wpa203.nc
 23160100204	                       R.E.Davis	       SIO	                     P17	2009-04-13  -54.014  -134.984	2011-08-09  -48.432  -36.112	ALACE	wpa204.nc
 23160100205	                       R.E.Davis	       SIO	                     P17	2009-04-11  -56.978  -140.816	2013-06-01  -41.115  -15.776	ALACE	wpa205.nc
